ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-11-24 01:00:00+00:00,33,1,4121249,540.75,541.75,540.25,540.75,255,ZWH6
2025-11-24 01:01:00+00:00,33,1,4121249,540.75,540.75,539.5,539.5,76,ZWH6
2025-11-24 01:02:00+00:00,33,1,4121249,539.5,539.75,539.25,539.25,71,ZWH6
2025-11-24 01:03:00+00:00,33,1,4121249,539.25,539.75,539.25,539.5,105,ZWH6
2025-11-24 01:04:00+00:00,33,1,4121249,539.25,539.25,538.75,538.75,23,ZWH6
2025-11-24 01:05:00+00:00,33,1,4121249,539.0,539.25,538.75,538.75,22,ZWH6
2025-11-24 01:06:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,7,ZWH6
2025-11-24 01:07:00+00:00,33,1,4121249,539.0,539.25,538.5,538.5,96,ZWH6
2025-11-24 01:08:00+00:00,33,1,4121249,538.5,538.5,538.25,538.25,12,ZWH6
2025-11-24 01:09:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,7,ZWH6
2025-11-24 01:10:00+00:00,33,1,4121249,538.75,539.0,538.5,538.75,172,ZWH6
2025-11-24 01:11:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,4,ZWH6
2025-11-24 01:12:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,13,ZWH6
2025-11-24 01:13:00+00:00,33,1,4121249,539.0,539.25,539.0,539.0,9,ZWH6
2025-11-24 01:14:00+00:00,33,1,4121249,539.0,539.0,538.75,538.75,5,ZWH6
2025-11-24 01:15:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,2,ZWH6
2025-11-24 01:16:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,2,ZWH6
2025-11-24 01:17:00+00:00,33,1,4121249,538.75,539.0,538.75,539.0,4,ZWH6
2025-11-24 01:18:00+00:00,33,1,4121249,539.0,539.0,538.75,538.75,6,ZWH6
2025-11-24 01:20:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,9,ZWH6
2025-11-24 01:21:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,15,ZWH6
2025-11-24 01:27:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,6,ZWH6
2025-11-24 01:28:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,1,ZWH6
2025-11-24 01:30:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,14,ZWH6
2025-11-24 01:31:00+00:00,33,1,4121249,538.75,538.75,538.5,538.5,3,ZWH6
2025-11-24 01:32:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,6,ZWH6
2025-11-24 01:33:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,1,ZWH6
2025-11-24 01:35:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,1,ZWH6
2025-11-24 01:38:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,8,ZWH6
2025-11-24 01:39:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,15,ZWH6
2025-11-24 01:40:00+00:00,33,1,4121249,539.0,539.0,538.75,538.75,3,ZWH6
2025-11-24 01:41:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,1,ZWH6
2025-11-24 01:42:00+00:00,33,1,4121249,539.0,539.0,538.75,538.75,6,ZWH6
2025-11-24 01:43:00+00:00,33,1,4121249,538.75,538.75,538.25,538.25,13,ZWH6
2025-11-24 01:44:00+00:00,33,1,4121249,538.25,538.5,538.25,538.5,14,ZWH6
2025-11-24 01:45:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,3,ZWH6
2025-11-24 01:46:00+00:00,33,1,4121249,538.5,538.5,538.25,538.25,5,ZWH6
2025-11-24 01:47:00+00:00,33,1,4121249,538.25,538.25,538.25,538.25,5,ZWH6
2025-11-24 01:49:00+00:00,33,1,4121249,538.25,538.25,538.25,538.25,1,ZWH6
2025-11-24 01:52:00+00:00,33,1,4121249,538.25,538.25,538.25,538.25,4,ZWH6
2025-11-24 01:53:00+00:00,33,1,4121249,538.25,538.5,538.25,538.5,11,ZWH6
2025-11-24 01:55:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,1,ZWH6
2025-11-24 01:56:00+00:00,33,1,4121249,538.5,538.75,538.5,538.75,7,ZWH6
2025-11-24 01:57:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,21,ZWH6
2025-11-24 01:58:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,1,ZWH6
2025-11-24 01:59:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,1,ZWH6
2025-11-24 02:00:00+00:00,33,1,4121249,538.75,538.75,538.5,538.75,4,ZWH6
2025-11-24 02:01:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,1,ZWH6
2025-11-24 02:02:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,21,ZWH6
2025-11-24 02:03:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,10,ZWH6
2025-11-24 02:04:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,4,ZWH6
2025-11-24 02:05:00+00:00,33,1,4121249,538.75,538.75,538.5,538.5,3,ZWH6
2025-11-24 02:06:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,1,ZWH6
2025-11-24 02:07:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,4,ZWH6
2025-11-24 02:08:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,2,ZWH6
2025-11-24 02:11:00+00:00,33,1,4121249,538.5,538.5,538.5,538.5,1,ZWH6
2025-11-24 02:14:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,3,ZWH6
2025-11-24 02:16:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,83,ZWH6
2025-11-24 02:17:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,1,ZWH6
2025-11-24 02:19:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,1,ZWH6
2025-11-24 02:20:00+00:00,33,1,4121249,539.0,539.25,539.0,539.25,32,ZWH6
2025-11-24 02:21:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,9,ZWH6
2025-11-24 02:23:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,1,ZWH6
2025-11-24 02:29:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,4,ZWH6
2025-11-24 02:36:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,4,ZWH6
2025-11-24 02:38:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,4,ZWH6
2025-11-24 02:40:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,1,ZWH6
2025-11-24 02:44:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,3,ZWH6
2025-11-24 02:45:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,4,ZWH6
2025-11-24 02:48:00+00:00,33,1,4121249,539.0,539.25,539.0,539.25,5,ZWH6
2025-11-24 02:49:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,1,ZWH6
2025-11-24 02:50:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,2,ZWH6
2025-11-24 02:54:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,21,ZWH6
2025-11-24 02:55:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,9,ZWH6
2025-11-24 02:56:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,4,ZWH6
2025-11-24 02:57:00+00:00,33,1,4121249,539.25,539.5,539.25,539.25,81,ZWH6
2025-11-24 02:58:00+00:00,33,1,4121249,539.25,539.5,539.25,539.5,85,ZWH6
2025-11-24 02:59:00+00:00,33,1,4121249,539.5,539.75,539.5,539.5,66,ZWH6
2025-11-24 03:00:00+00:00,33,1,4121249,539.75,539.75,539.75,539.75,2,ZWH6
2025-11-24 03:01:00+00:00,33,1,4121249,539.75,539.75,539.75,539.75,5,ZWH6
2025-11-24 03:02:00+00:00,33,1,4121249,539.75,539.75,539.75,539.75,1,ZWH6
2025-11-24 03:06:00+00:00,33,1,4121249,539.75,540.0,539.75,540.0,80,ZWH6
2025-11-24 03:07:00+00:00,33,1,4121249,540.25,540.25,540.25,540.25,35,ZWH6
2025-11-24 03:08:00+00:00,33,1,4121249,540.25,540.25,540.25,540.25,21,ZWH6
2025-11-24 03:09:00+00:00,33,1,4121249,540.0,540.0,540.0,540.0,4,ZWH6
2025-11-24 03:14:00+00:00,33,1,4121249,540.0,540.0,540.0,540.0,2,ZWH6
2025-11-24 03:18:00+00:00,33,1,4121249,539.75,539.75,539.75,539.75,3,ZWH6
2025-11-24 03:20:00+00:00,33,1,4121249,539.75,540.0,539.75,540.0,5,ZWH6
2025-11-24 03:21:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,16,ZWH6
2025-11-24 03:23:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,1,ZWH6
2025-11-24 03:26:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,16,ZWH6
2025-11-24 03:36:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,3,ZWH6
2025-11-24 03:43:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,4,ZWH6
2025-11-24 03:45:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,1,ZWH6
2025-11-24 03:49:00+00:00,33,1,4121249,539.75,539.75,539.75,539.75,5,ZWH6
2025-11-24 03:55:00+00:00,33,1,4121249,539.75,539.75,539.5,539.5,47,ZWH6
2025-11-24 03:56:00+00:00,33,1,4121249,539.75,539.75,539.5,539.5,4,ZWH6
2025-11-24 03:57:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,11,ZWH6
2025-11-24 03:59:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,1,ZWH6
2025-11-24 04:02:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,5,ZWH6
2025-11-24 04:11:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,1,ZWH6
2025-11-24 04:21:00+00:00,33,1,4121249,539.5,539.5,539.5,539.5,31,ZWH6
2025-11-24 04:22:00+00:00,33,1,4121249,539.25,539.25,538.75,538.75,31,ZWH6
2025-11-24 04:23:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,8,ZWH6
2025-11-24 04:31:00+00:00,33,1,4121249,538.75,538.75,538.75,538.75,3,ZWH6
2025-11-24 04:33:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,9,ZWH6
2025-11-24 04:48:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,8,ZWH6
2025-11-24 05:08:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,14,ZWH6
2025-11-24 05:14:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,1,ZWH6
2025-11-24 05:16:00+00:00,33,1,4121249,539.25,539.25,539.0,539.0,8,ZWH6
2025-11-24 05:22:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,2,ZWH6
2025-11-24 05:23:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,1,ZWH6
2025-11-24 05:28:00+00:00,33,1,4121249,539.0,539.0,539.0,539.0,2,ZWH6
2025-11-24 05:33:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,2,ZWH6
2025-11-24 05:40:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,1,ZWH6
2025-11-24 05:55:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,12,ZWH6
2025-11-24 05:56:00+00:00,33,1,4121249,539.25,539.25,539.25,539.25,3,ZWH6
