ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-10-20 00:00:00+00:00,33,1,405207,422.5,423.0,422.0,422.75,2659,ZCZ5
2025-10-20 00:01:00+00:00,33,1,405207,422.75,423.25,422.75,423.0,316,ZCZ5
2025-10-20 00:02:00+00:00,33,1,405207,423.25,423.25,423.0,423.0,293,ZCZ5
2025-10-20 00:03:00+00:00,33,1,405207,423.0,423.25,422.75,423.25,56,ZCZ5
2025-10-20 00:04:00+00:00,33,1,405207,423.25,423.75,423.25,423.5,255,ZCZ5
2025-10-20 00:05:00+00:00,33,1,405207,423.75,424.0,423.5,424.0,46,ZCZ5
2025-10-20 00:06:00+00:00,33,1,405207,424.0,424.0,423.5,423.75,267,ZCZ5
2025-10-20 00:07:00+00:00,33,1,405207,423.75,424.0,423.5,423.75,85,ZCZ5
2025-10-20 00:08:00+00:00,33,1,405207,423.75,424.0,423.75,424.0,9,ZCZ5
2025-10-20 00:09:00+00:00,33,1,405207,423.75,424.0,423.75,424.0,12,ZCZ5
2025-10-20 00:10:00+00:00,33,1,405207,423.75,423.75,423.25,423.25,234,ZCZ5
2025-10-20 00:11:00+00:00,33,1,405207,423.25,423.5,423.0,423.25,330,ZCZ5
2025-10-20 00:12:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,9,ZCZ5
2025-10-20 00:13:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,13,ZCZ5
2025-10-20 00:14:00+00:00,33,1,405207,423.0,423.0,422.75,423.0,53,ZCZ5
2025-10-20 00:15:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,34,ZCZ5
2025-10-20 00:16:00+00:00,33,1,405207,423.25,423.25,423.25,423.25,2,ZCZ5
2025-10-20 00:17:00+00:00,33,1,405207,423.25,423.25,423.0,423.0,181,ZCZ5
2025-10-20 00:18:00+00:00,33,1,405207,423.0,423.0,422.75,423.0,21,ZCZ5
2025-10-20 00:19:00+00:00,33,1,405207,423.0,423.0,422.75,423.0,11,ZCZ5
2025-10-20 00:20:00+00:00,33,1,405207,422.75,422.75,422.75,422.75,3,ZCZ5
2025-10-20 00:21:00+00:00,33,1,405207,423.0,423.0,422.75,422.75,47,ZCZ5
2025-10-20 00:22:00+00:00,33,1,405207,422.75,422.75,422.5,422.75,57,ZCZ5
2025-10-20 00:23:00+00:00,33,1,405207,422.75,423.0,422.75,422.75,23,ZCZ5
2025-10-20 00:24:00+00:00,33,1,405207,422.75,423.0,422.75,423.0,24,ZCZ5
2025-10-20 00:25:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,39,ZCZ5
2025-10-20 00:26:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,13,ZCZ5
2025-10-20 00:27:00+00:00,33,1,405207,423.0,423.0,423.0,423.0,20,ZCZ5
2025-10-20 00:28:00+00:00,33,1,405207,423.0,423.5,423.0,423.25,148,ZCZ5
2025-10-20 00:29:00+00:00,33,1,405207,423.25,423.25,423.25,423.25,3,ZCZ5
2025-10-20 00:30:00+00:00,33,1,405207,423.0,423.0,422.75,422.75,50,ZCZ5
2025-10-20 00:31:00+00:00,33,1,405207,422.75,422.75,422.5,422.75,20,ZCZ5
2025-10-20 00:32:00+00:00,33,1,405207,422.75,422.75,422.5,422.5,218,ZCZ5
2025-10-20 00:34:00+00:00,33,1,405207,422.75,422.75,422.75,422.75,2,ZCZ5
2025-10-20 00:35:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,18,ZCZ5
2025-10-20 00:36:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,5,ZCZ5
2025-10-20 00:37:00+00:00,33,1,405207,422.5,422.75,422.25,422.75,43,ZCZ5
2025-10-20 00:39:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,10,ZCZ5
2025-10-20 00:40:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,23,ZCZ5
2025-10-20 00:41:00+00:00,33,1,405207,422.25,422.5,422.25,422.5,30,ZCZ5
2025-10-20 00:42:00+00:00,33,1,405207,422.5,422.75,422.5,422.5,38,ZCZ5
2025-10-20 00:43:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,2,ZCZ5
2025-10-20 00:45:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,9,ZCZ5
2025-10-20 00:47:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,1,ZCZ5
2025-10-20 00:49:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,28,ZCZ5
2025-10-20 00:50:00+00:00,33,1,405207,422.5,422.75,422.5,422.5,37,ZCZ5
2025-10-20 00:51:00+00:00,33,1,405207,422.5,422.5,422.5,422.5,26,ZCZ5
2025-10-20 00:54:00+00:00,33,1,405207,422.5,422.5,422.25,422.25,198,ZCZ5
2025-10-20 00:55:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,5,ZCZ5
2025-10-20 00:57:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,17,ZCZ5
2025-10-20 00:58:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,10,ZCZ5
2025-10-20 00:59:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,78,ZCZ5
2025-10-20 01:00:00+00:00,33,1,405207,422.25,422.25,422.25,422.25,59,ZCZ5
2025-10-20 01:01:00+00:00,33,1,405207,422.25,422.25,422.0,422.0,38,ZCZ5
2025-10-20 01:02:00+00:00,33,1,405207,422.25,422.25,422.0,422.0,626,ZCZ5
2025-10-20 01:04:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,13,ZCZ5
2025-10-20 01:05:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,3,ZCZ5
2025-10-20 01:06:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,3,ZCZ5
2025-10-20 01:07:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,7,ZCZ5
2025-10-20 01:10:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,7,ZCZ5
2025-10-20 01:11:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,26,ZCZ5
2025-10-20 01:12:00+00:00,33,1,405207,422.0,422.0,421.75,422.0,19,ZCZ5
2025-10-20 01:13:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,94,ZCZ5
2025-10-20 01:14:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,4,ZCZ5
2025-10-20 01:16:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,4,ZCZ5
2025-10-20 01:17:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:18:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:19:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:20:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:21:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,4,ZCZ5
2025-10-20 01:22:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,5,ZCZ5
2025-10-20 01:23:00+00:00,33,1,405207,421.75,422.0,421.75,422.0,3,ZCZ5
2025-10-20 01:24:00+00:00,33,1,405207,422.0,422.0,421.75,422.0,27,ZCZ5
2025-10-20 01:25:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,4,ZCZ5
2025-10-20 01:26:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:27:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,344,ZCZ5
2025-10-20 01:28:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:29:00+00:00,33,1,405207,422.0,422.0,422.0,422.0,1,ZCZ5
2025-10-20 01:30:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,24,ZCZ5
2025-10-20 01:31:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,8,ZCZ5
2025-10-20 01:34:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,2,ZCZ5
2025-10-20 01:35:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,40,ZCZ5
2025-10-20 01:36:00+00:00,33,1,405207,421.75,421.75,421.75,421.75,1,ZCZ5
